Date,Well_ID,Latitude,Longitude,Groundwater_Level,Rainfall,Temperature,Soil_Moisture,pH,TDS,Fluoride,Nitrate,Chloride
2025-10-13,W-03,18.76856,73.63874,8.26,8.7,20.5,21,7.67,474,1.21,39.5,264
2025-10-20,W-03,18.76856,73.63874,8.16,5.8,16.3,18.6,7.68,466,1.21,40.3,263
2025-10-27,W-03,18.76856,73.63874,8.05,8.1,17.7,22.8,7.66,473,1.2,40.5,266
2025-11-03,W-03,18.76856,73.63874,7.96,9.9,15.2,26.2,7.65,470,1.21,39.8,271
2025-11-10,W-03,18.76856,73.63874,7.88,14.1,21,26.8,7.66,469,1.21,40,271
2025-11-17,W-03,18.76856,73.63874,7.75,9.3,16,19.7,7.63,461,1.23,40.4,267
2025-11-24,W-03,18.76856,73.63874,7.61,32,16.8,29.7,7.61,468,1.23,40.5,267
2025-12-01,W-03,18.76856,73.63874,7.59,34,20,28.8,7.63,469,1.23,40.3,266
2025-12-08,W-03,18.76856,73.63874,7.53,17.7,19.4,27,7.6,462,1.25,39.4,269
2025-12-15,W-03,18.76856,73.63874,7.46,30.3,20.4,31.8,7.62,455,1.24,40,271
2025-12-22,W-03,18.76856,73.63874,7.36,27,22.5,29.6,7.63,462,1.26,40.2,270
2025-12-29,W-03,18.76856,73.63874,7.2,27.8,22.6,30.9,7.65,463,1.26,39.6,265
2026-01-05,W-03,18.76856,73.63874,7.19,9,21.1,21.2,7.64,458,1.25,40.2,261
2026-01-12,W-03,18.76856,73.63874,7.08,28.2,17.4,30.7,7.63,460,1.23,39.3,260
2026-01-19,W-03,18.76856,73.63874,31.97,20,15.9,27.7,7.64,454,1.22,38.6,261
2026-01-26,W-03,18.76856,73.63874,6.88,34.5,20,31.3,7.64,455,1.24,39.4,263
2026-02-02,W-03,18.76856,73.63874,6.74,23.2,17.3,24.6,7.65,457,1.26,39.3,262
2026-02-09,W-03,18.76856,73.63874,6.65,7.6,15.8,21.7,7.66,452,1.27,40,257
2026-02-16,W-03,18.76856,73.63874,6.52,32.8,17.1,26.1,7.69,444,1.29,39,255
2026-02-23,W-03,18.76856,73.63874,6.34,26.8,21.4,25.5,7.71,435,1.28,38.2,252
2026-03-02,W-03,18.76856,73.63874,6.3,1,31.3,9.9,7.71,433,1.27,37.6,248
2026-03-09,W-03,18.76856,73.63874,6.18,6.4,31.7,9.1,7.68,424,1.26,37.5,250
2026-03-16,W-03,18.76856,73.63874,6.09,7.9,31.3,11.5,7.66,430,1.26,38.5,251
2026-03-23,W-03,18.76856,73.63874,6,5,33,11.3,7.68,438,1.26,37.5,252
2026-03-30,W-03,18.76856,73.63874,5.93,7.7,36.8,10.8,7.67,448,1.24,37.2,254
2026-04-06,W-03,18.76856,73.63874,5.93,7.8,32.5,8.3,7.64,450,1.22,37.3,256
2026-04-13,W-03,18.76856,73.63874,5.8,4.3,33.1,11.6,7.65,454,1.21,37.5,261
2026-04-20,W-03,18.76856,73.63874,5.68,3.1,32.3,9.6,7.66,460,1.22,37.6,257
2026-04-27,W-03,18.76856,73.63874,5.62,3.6,34.9,14.2,7.67,455,1.23,37.5,261
2026-05-04,W-03,18.76856,73.63874,5.57,6.4,37.7,10.8,7.66,450,1.21,36.9,259
2026-05-11,W-03,18.76856,73.63874,5.38,4.8,34.9,13.2,7.69,458,1.18,37.2,257
2026-05-18,W-03,18.76856,73.63874,5.27,2.8,30.9,14.8,7.68,462,1.18,37,259
2026-05-25,W-03,18.76856,73.63874,5.23,7.3,30.2,12.4,7.69,470,1.17,37.9,259
2026-06-01,W-03,18.76856,73.63874,5.4,185.2,24.2,76.9,7.7,480,1.16,39,263
2026-06-08,W-03,18.76856,73.63874,5.66,94.4,27.6,48.2,7.68,483,1.16,38.7,268
2026-06-15,W-03,18.76856,73.63874,5.49,51.3,26.1,31.8,7.7,482,1.18,38.8,271
2026-06-22,W-03,18.76856,73.63874,5.7,197.7,27.7,78.6,7.71,479,1.2,38.8,276
2026-06-29,W-03,18.76856,73.63874,5.47,55.9,25.4,36.1,7.72,477,1.19,39.2,279
2026-07-06,W-03,18.76856,73.63874,5.43,95.9,24.3,47.1,7.74,485,1.18,38.8,274
2026-07-13,W-03,18.76856,73.63874,5.4,171.7,24.8,74.7,7.74,495,1.19,38.2,278
2026-07-20,W-03,18.76856,73.63874,5.58,123.6,27.8,54.4,7.76,486,1.21,38.5,281
2026-07-27,W-03,18.76856,73.63874,5.74,188.3,27.1,75.5,7.76,495,1.23,37.6,280
2026-08-03,W-03,18.76856,73.63874,5.83,77.5,25.9,47,7.77,491,1.24,37.2,280
2026-08-10,W-03,18.76856,73.63874,6.09,137.3,24.2,63.6,7.75,484,1.24,36.3,282
2026-08-17,W-03,18.76856,73.63874,6.33,189.8,26.4,78.6,7.74,491,1.24,36.2,281
2026-08-24,W-03,18.76856,73.63874,6.66,157.4,27.3,71.2,7.72,489,1.23,36.2,280
2026-08-31,W-03,18.76856,73.63874,6.98,169.7,27,70.5,7.7,485,1.25,36.6,284
2026-09-07,W-03,18.76856,73.63874,6.85,58.4,26.7,35.5,7.69,491,1.26,35.8,288
2026-09-14,W-03,18.76856,73.63874,7.1,81,27.1,47.7,7.71,492,1.25,35.1,287
2024-09-16,W-04,18.43176,74.0866,10.71,177.8,26.3,73.7,7.46,353,0.36,11.6,217
2024-09-23,W-04,18.43176,74.0866,10.78,149.6,24,67.7,7.47,346,0.37,12.2,214
2024-09-30,W-04,18.43176,74.0866,10.82,193.2,26.1,78.3,7.47,352,0.36,13,213
2024-10-07,W-04,18.43176,74.0866,10.66,16.9,22.6,22.1,7.49,360,0.35,12.3,217
2024-10-14,W-04,18.43176,74.0866,10.58,12.4,20.6,26.3,7.47,363,0.35,11.7,217
2024-10-21,W-04,18.43176,74.0866,10.42,14.1,16.3,27,7.46,353,0.33,11,221
2024-10-28,W-04,18.43176,74.0866,10.24,13.2,21.1,27.8,7.48,356,0.33,10.2,226
2024-11-04,W-04,18.43176,74.0866,10.17,11.8,19.6,24.7,7.5,361,0.35,10.3,227
2024-11-11,W-04,18.43176,74.0866,10.1,21.1,22.2,29.9,7.52,371,0.34,10.4,232
2024-11-18,W-04,18.43176,74.0866,10.11,33.2,15.7,30.4,7.51,369,0.36,11,235
2024-11-25,W-04,18.43176,74.0866,9.97,16.4,19.9,25.7,7.53,371,0.38,10.8,233
2024-12-02,W-04,18.43176,74.0866,9.9,7.4,21,21.2,7.53,369,0.36,9.9,231
2024-12-09,W-04,18.43176,74.0866,9.89,9.1,18.8,26.1,7.52,372,0.37,10.1,232
2024-12-16,W-04,18.43176,74.0866,9.8,27.7,19,25.7,7.53,367,0.39,9.3,231
2024-12-23,W-04,18.43176,74.0866,9.8,34.1,17.3,28.3,7.54,366,0.39,8.8,235
2024-12-30,W-04,18.43176,74.0866,9.73,26.7,19.4,24.8,7.52,366,0.39,9.2,239
2025-01-06,W-04,18.43176,74.0866,9.59,15.8,19.9,27.8,7.52,368,0.38,10,240
2025-01-13,W-04,18.43176,74.0866,9.47,23.2,16.8,23.6,7.55,,0.36,10.9,237
2025-01-20,W-04,18.43176,74.0866,9.45,32.7,15.3,26.8,7.55,375,0.38,10.9,240
2025-01-27,W-04,18.43176,74.0866,9.42,30.8,20.9,31.7,7.53,377,0.38,10.7,243
2025-02-03,W-04,18.43176,74.0866,9.24,5.1,20.1,23.5,7.54,373,0.36,9.9,246
2025-02-10,W-04,18.43176,74.0866,9.27,20.7,22,26,7.55,369,0.38,10.2,246
2025-02-17,W-04,18.43176,74.0866,9.04,11,18,22.9,7.52,379,0.4,9.3,246
2025-02-24,W-04,18.43176,74.0866,8.86,10.5,17.1,23.9,7.53,377,0.41,9.3,248
2025-03-03,W-04,18.43176,74.0866,8.9,3.3,37.3,13.6,7.53,371,0.43,8.7,245
2025-03-10,W-04,18.43176,74.0866,8.82,0.8,34.6,8.9,7.52,364,0.45,8.6,246
2025-03-17,W-04,18.43176,74.0866,8.71,7.2,35.2,13,7.52,361,0.44,8.5,249
2025-03-24,W-04,18.43176,74.0866,8.54,3.6,36.5,12.1,7.53,355,0.42,8,249
2025-03-31,W-04,18.43176,74.0866,8.44,7.3,32.1,11.4,7.51,363,0.4,7.3,248
2025-04-07,W-04,18.43176,74.0866,8.28,6.4,37.3,12.2,7.5,364,0.41,8.1,250
2025-04-14,W-04,18.43176,74.0866,8.18,6.2,32.3,8.2,7.49,362,0.43,7.3,252
2025-04-21,W-04,18.43176,74.0866,8.12,7.4,36.5,9.5,7.5,352,0.41,7.7,252
2025-04-28,W-04,18.43176,74.0866,8.02,6.5,37.2,10.7,7.51,345,0.39,7,250
2025-05-05,W-04,18.43176,74.0866,7.98,2.7,36.6,9.4,7.5,351,0.38,8,246
2025-05-12,W-04,18.43176,74.0866,7.88,3.7,36.7,7.5,7.51,345,0.39,8.8,246
2025-05-19,W-04,18.43176,74.0866,7.74,0.6,32.5,6.6,7.49,339,0.39,9.5,243
2025-05-26,W-04,18.43176,74.0866,7.6,6.1,30.3,12.8,7.47,338,0.39,9.1,247
2025-06-02,W-04,18.43176,74.0866,7.79,111.2,25.5,57.3,7.45,330,0.38,8.7,248
2025-06-09,W-04,18.43176,74.0866,8.05,94.7,28.2,48.9,7.47,326,0.37,9.1,251
2025-06-16,W-04,18.43176,74.0866,8.15,162.6,27.5,71.4,7.45,327,0.35,9,248
2025-06-23,W-04,18.43176,74.0866,8.14,88.6,28.5,48.6,7.46,333,0.37,8.3,245
2025-06-30,W-04,18.43176,74.0866,8.2,86.8,25.2,49.9,7.46,339,0.38,8,248
2025-07-07,W-04,18.43176,74.0866,8.11,51.6,26.4,37.2,7.47,331,0.39,8,246
2025-07-14,W-04,18.43176,74.0866,8.4,163.3,28.1,72.7,7.46,324,0.38,7.6,243
2025-07-21,W-04,18.43176,74.0866,8.46,75.6,24.5,41.8,7.46,323,0.39,7.3,247
2025-07-28,W-04,18.43176,74.0866,8.68,170.7,28.1,71,7.46,330,0.39,7,250
2025-08-04,W-04,18.43176,74.0866,8.62,42.1,27.9,35,7.46,335,0.42,7.2,248
2025-08-11,W-04,18.43176,74.0866,8.75,142.9,26.3,62.3,7.43,328,0.4,7.9,250
2025-08-18,W-04,18.43176,74.0866,8.97,192.2,27.6,80.7,7.44,323,0.42,8.4,252
2025-08-25,W-04,18.43176,74.0866,9.35,129.8,25.8,58.3,7.45,314,0.43,8.8,256
2025-09-01,W-04,18.43176,74.0866,9.51,159.9,26,70.3,7.43,307,0.44,8.1,256
2025-09-08,W-04,18.43176,74.0866,9.71,106.6,26,54.2,7.42,311,0.42,7.5,255
2025-09-15,W-04,18.43176,74.0866,9.65,58.8,28.7,38.5,7.41,317,0.44,8.1,256
2025-09-22,W-04,18.43176,74.0866,10.03,89.2,24.4,44.2,7.41,322,0.45,7.7,258
2025-09-29,W-04,18.43176,74.0866,10.11,142.3,28.6,62.9,7.4,323,0.47,6.9,260
2025-10-06,W-04,18.43176,74.0866,9.99,19.8,18.5,28.6,7.42,316,0.46,7.9,256
2025-10-13,W-04,18.43176,74.0866,9.92,34.9,17,27.2,7.41,326,0.46,7.4,259
2025-10-20,W-04,18.43176,74.0866,9.81,17.5,16.4,22.7,7.41,331,0.48,7.1,258
2025-10-27,W-04,18.43176,74.0866,9.68,23.3,18.9,30.3,7.42,337,0.5,6.9,253
2025-11-03,W-04,18.43176,74.0866,9.63,26.6,16.2,31.8,7.43,340,0.52,6.9,255
2025-11-10,W-04,18.43176,74.0866,9.52,19.5,21.4,24.8,7.45,337,0.53,7.1,252
2025-11-17,W-04,18.43176,74.0866,9.41,31.7,15,32.9,7.43,330,0.53,7.5,255
2025-11-24,W-04,18.43176,74.0866,9.21,5.8,19.6,24.6,7.41,333,0.54,7.7,258
2025-12-01,W-04,18.43176,74.0866,9.04,33.6,21.4,27.9,7.43,335,0.55,7,261
2025-12-08,W-04,18.43176,74.0866,8.95,15.5,20,22.8,7.44,325,0.58,7,265
2025-12-15,W-04,18.43176,74.0866,8.81,31.3,19.5,32.1,7.45,324,0.59,6.8,268
2025-12-22,W-04,18.43176,74.0866,8.74,34.6,22.4,27.6,7.44,316,0.58,7.6,263
2025-12-29,W-04,18.43176,74.0866,8.65,27.8,19,30,7.43,320,0.6,8.2,261
2026-01-05,W-04,18.43176,74.0866,8.61,9,19.2,24.2,7.45,323,0.6,8.2,264
2026-01-12,W-04,18.43176,74.0866,8.6,17.5,17.2,25.5,7.45,320,0.62,8.5,262
2026-01-19,W-04,18.43176,74.0866,8.53,17.3,17.3,26.4,7.44,326,0.6,9.4,258
2026-01-26,W-04,18.43176,74.0866,8.53,17.1,17.5,21.2,7.45,321,0.59,8.9,256
2026-02-02,W-04,18.43176,74.0866,8.38,30.5,22.5,26.6,7.44,312,0.59,8.6,254
2026-02-09,W-04,18.43176,74.0866,8.26,26.8,16.2,28.5,7.46,310,0.61,8.8,254
2026-02-16,W-04,18.43176,74.0866,8.09,13.2,21.1,20.9,7.48,311,0.61,8.6,257
2026-02-23,W-04,18.43176,74.0866,8.07,25.8,19,31.7,7.47,305,0.61,8,256
2026-03-02,W-04,18.43176,74.0866,8.01,3.7,32.5,14,7.49,313,0.62,8.7,255
2026-03-09,W-04,18.43176,74.0866,8.02,4.8,32.1,12.5,7.5,321,0.62,8.5,260
2026-03-16,W-04,18.43176,74.0866,7.85,5.1,38,13.3,7.48,323,0.61,8.9,261
2026-03-23,W-04,18.43176,74.0866,7.82,5.8,37,15,7.5,329,0.63,9.6,262
2026-03-30,W-04,18.43176,74.0866,7.7,3.7,34.9,10,7.49,331,0.61,9.8,260
2026-04-06,W-04,18.43176,74.0866,7.56,4.5,34.1,14,7.51,322,0.61,9.1,264
2026-04-13,W-04,18.43176,74.0866,7.47,5.1,30.7,14.2,7.51,322,0.59,8.7,260
2026-04-20,W-04,18.43176,74.0866,7.25,4.1,34,7.7,7.52,330,0.61,7.8,263
2026-04-27,W-04,18.43176,74.0866,7.19,7.8,37.2,10.2,7.51,332,0.61,8.1,268
2026-05-04,W-04,18.43176,74.0866,7,6.8,35.2,15.4,7.51,326,0.61,8.5,264
2026-05-11,W-04,18.43176,74.0866,7,7.1,33.2,12.6,7.51,319,0.59,8.5,261
2026-05-18,W-04,18.43176,74.0866,7.01,4,37.7,13.2,7.5,329,0.6,8.1,261
2026-05-25,W-04,18.43176,74.0866,6.85,5.9,32.9,8.1,7.5,330,0.58,7.6,257
2026-06-01,W-04,18.43176,74.0866,7.16,187.3,27.3,79.4,7.5,338,0.6,8.5,262
2026-06-08,W-04,18.43176,74.0866,7.17,70.5,25.4,38.1,7.49,333,0.6,8.2,263
2026-06-15,W-04,18.43176,74.0866,7.39,113,24.9,56.9,7.48,341,0.6,7.9,259
2026-06-22,W-04,18.43176,74.0866,7.53,89.4,28.8,49.8,7.48,332,0.59,8.8,255
2026-06-29,W-04,18.43176,74.0866,7.51,192.7,26.9,79.1,7.48,330,0.58,9.1,258
2026-07-06,W-04,18.43176,74.0866,7.63,135.9,26.8,60.2,7.5,337,0.59,8.3,253
2026-07-13,W-04,18.43176,74.0866,7.78,177.7,28.9,75.8,7.49,336,0.59,9,253
2026-07-20,W-04,18.43176,74.0866,8.03,92.1,25.6,44.3,7.51,333,0.59,8.1,250
2026-07-27,W-04,18.43176,74.0866,8.16,181,25.9,76.2,7.52,323,0.57,7.9,249
2026-08-03,W-04,18.43176,74.0866,8.38,60.8,27.7,34.8,7.52,330,0.58,7.3,245
2026-08-10,W-04,18.43176,74.0866,8.56,169.7,24.8,70,7.53,336,0.56,8,242
2026-08-17,W-04,18.43176,74.0866,8.54,56,24.2,37.4,7.54,330,0.57,7.4,238
2026-08-24,W-04,18.43176,74.0866,8.72,94.9,24.2,49.3,7.54,325,0.57,7.2,235
2026-08-31,W-04,18.43176,74.0866,8.84,104.4,25,52.9,7.55,318,0.58,7.4,237
2026-09-07,W-04,18.43176,74.0866,9.08,174,27.1,71.7,7.54,328,0.57,6.9,237
2026-09-14,W-04,18.43176,74.0866,9.46,106,24.3,54.2,7.54,319,0.56,6.1,240
2024-09-16,W-05,18.70702,73.81199,7.97,77.4,28.6,43.3,7.44,692,0.37,43.6,265
2024-09-23,W-05,18.70702,73.81199,8.08,198.9,27.4,79.6,7.45,694,0.36,42.7,264
2024-09-30,W-05,18.70702,73.81199,8.1,87.2,27.4,48.6,7.45,701,0.38,42.9,260
2024-10-07,W-05,18.70702,73.81199,8.13,30,22.1,30.7,7.44,698,0.4,43.1,258
2024-10-14,W-05,18.70702,73.81199,8.04,30.8,16.2,27,7.44,693,0.41,43.6,259
2024-10-21,W-05,18.70702,73.81199,8.02,24.1,17.2,23.9,7.46,685,0.44,43,258
2024-10-28,W-05,18.70702,73.81199,8.04,12.1,21.8,24.2,7.45,695,0.45,43.4,262
2024-11-04,W-05,18.70702,73.81199,8.01,18.6,21.6,21.7,7.46,689,0.45,43.3,261
2024-11-11,W-05,18.70702,73.81199,7.87,25.7,20.3,30.2,7.46,690,0.44,44.3,265
2024-11-18,W-05,18.70702,73.81199,7.84,,15.6,26.3,7.47,697,0.43,44.3,266
2024-11-25,W-05,18.70702,73.81199,7.7,33.4,21,29.4,7.46,702,0.42,43.6,269
2024-12-02,W-05,18.70702,73.81199,7.64,22.6,17.6,27.1,7.48,702,0.41,42.9,270
2024-12-09,W-05,18.70702,73.81199,7.52,5.8,16.6,21.4,7.46,711,0.42,42.4,274
2024-12-16,W-05,18.70702,73.81199,7.48,13.6,22,23.2,7.45,,0.42,43.2,274
2024-12-23,W-05,18.70702,73.81199,7.4,15,22.4,23.5,7.44,712,0.43,43.6,274
2024-12-30,W-05,18.70702,73.81199,7.33,34.2,21.3,28,7.45,706,0.41,43.5,278
2025-01-06,W-05,18.70702,73.81199,7.29,31.8,21.4,30.1,7.45,696,0.43,43.6,277
2025-01-13,W-05,18.70702,73.81199,7.25,27.2,16,26.5,7.44,699,0.42,44.6,272
2025-01-20,W-05,18.70702,73.81199,7.24,5.6,19.2,22.1,7.43,699,0.4,43.6,274
2025-01-27,W-05,18.70702,73.81199,7.19,19.9,15.9,28.7,7.41,707,0.38,42.8,274
2025-02-03,W-05,18.70702,73.81199,7.08,24.7,18.1,25.5,7.43,709,0.36,43.7,279
2025-02-10,W-05,18.70702,73.81199,6.97,25.1,16.7,31.2,7.45,707,0.34,43,280
2025-02-17,W-05,18.70702,73.81199,6.85,17.6,15.1,23.4,7.47,712,0.32,44,277
2025-02-24,W-05,18.70702,73.81199,6.79,25.5,19.8,26.6,7.46,719,0.3,44.4,272
2025-03-03,W-05,18.70702,73.81199,6.76,4.1,36.8,14.7,7.45,711,0.3,44.5,272
2025-03-10,W-05,18.70702,73.81199,6.75,2.1,30,7.4,7.47,720,0.3,43.8,276
2025-03-17,W-05,18.70702,73.81199,6.65,6.9,30.9,12.7,7.46,720,0.31,44,281
2025-03-24,W-05,18.70702,73.81199,6.58,4.3,34.4,14.7,7.46,718,0.29,44.9,276
2025-03-31,W-05,18.70702,73.81199,6.5,2,31.7,7.7,7.47,723,0.32,45.6,276
2025-04-07,W-05,18.70702,73.81199,6.44,6.3,34.9,10.9,7.46,717,0.34,45.2,273
2025-04-14,W-05,18.70702,73.81199,6.44,2.5,34.6,13.5,7.46,721,0.35,46.1,278
2025-04-21,W-05,18.70702,73.81199,6.48,1.5,37.8,10.2,7.47,713,0.34,46.7,275
2025-04-28,W-05,18.70702,73.81199,6.4,7.5,37.9,12.9,7.46,723,0.35,46.8,273
2025-05-05,W-05,18.70702,73.81199,6.31,5.2,37.3,13.1,7.45,715,0.34,46.7,276
2025-05-12,W-05,18.70702,73.81199,6.28,2,36.6,13.4,7.44,708,0.32,46.9,279
2025-05-19,W-05,18.70702,73.81199,6.34,4.5,35.5,7.9,7.44,702,0.32,46.9,283
2025-05-26,W-05,18.70702,73.81199,6.23,0.1,33.2,12.2,7.46,706,0.32,46.5,280
2025-06-02,W-05,18.70702,73.81199,6.19,53.2,28.5,33.1,7.47,697,0.31,45.9,277
2025-06-09,W-05,18.70702,73.81199,6.31,85.7,28.9,42.4,7.49,699,0.31,46.5,276
2025-06-16,W-05,18.70702,73.81199,6.53,169.8,28.7,70.6,7.51,701,0.33,46,278
2025-06-23,W-05,18.70702,73.81199,6.85,153.7,25,62.8,7.53,707,0.35,46.6,277
2025-06-30,W-05,18.70702,73.81199,7.25,191.1,27.2,76.5,7.51,704,0.33,45.6,277
2025-07-07,W-05,18.70702,73.81199,7.62,114.7,24.6,54,7.52,695,0.34,45.4,277
2025-07-14,W-05,18.70702,73.81199,7.99,68.8,27.9,37.1,7.54,689,0.33,45.5,272
2025-07-21,W-05,18.70702,73.81199,8.18,61.2,28.9,35.2,7.56,690,0.32,44.7,273
2025-07-28,W-05,18.70702,73.81199,8.27,127.2,24.9,57.7,7.54,695,0.32,45.5,271
2025-08-04,W-05,18.70702,73.81199,8.62,101.3,25.1,49,7.52,697,0.33,45.6,269
2025-08-11,W-05,18.70702,73.81199,8.83,65.7,24.6,41.1,7.51,692,0.33,45.9,269
2025-08-18,W-05,18.70702,73.81199,8.87,66.4,28.8,41.3,7.52,701,0.33,45.2,269
2025-08-25,W-05,18.70702,73.81199,9.09,88.2,24.3,42.9,7.53,703,0.34,45.7,265
2025-09-01,W-05,18.70702,73.81199,9.46,65.5,27.9,37.1,7.53,698,0.33,45.5,264
2025-09-08,W-05,18.70702,73.81199,9.45,50.5,25.5,31.3,7.55,692,0.33,46.4,266
2025-09-15,W-05,18.70702,73.81199,9.55,147.6,27.1,60.5,7.52,690,0.32,47.4,268
2025-09-22,W-05,18.70702,73.81199,10.01,85.5,25,47.3,7.54,697,0.29,48.2,265
2025-09-29,W-05,18.70702,73.81199,10.16,101.2,28.2,47.7,7.53,696,0.29,47.4,268
2025-10-06,W-05,18.70702,73.81199,10.16,18.7,18.4,25.2,7.52,691,0.3,47.5,270
2025-10-13,W-05,18.70702,73.81199,10.04,32.6,21.9,31.5,,698,0.3,47.7,267
2025-10-20,W-05,18.70702,73.81199,9.97,21.5,18.2,24.2,7.51,703,0.28,47.3,270
2025-10-27,W-05,18.70702,73.81199,9.84,22.3,22.4,24.9,7.51,704,0.28,47.5,268
2025-11-03,W-05,18.70702,73.81199,9.69,6.9,19.9,25.6,7.49,700,0.29,47.2,264
2025-11-10,W-05,18.70702,73.81199,9.64,22.3,17.2,24.6,7.5,697,0.29,48.1,266
2025-11-17,W-05,18.70702,73.81199,9.59,22.5,21.5,24.7,7.48,692,0.28,48.3,265
2025-11-24,W-05,18.70702,73.81199,9.57,7.2,17.4,21.1,7.48,690,0.29,47.4,267
2025-12-01,W-05,18.70702,73.81199,9.4,26.8,16.5,26.6,7.48,680,0.29,46.7,269
2025-12-08,W-05,18.70702,73.81199,9.38,20.5,16.3,23.1,7.49,684,0.29,47.3,268
2025-12-15,W-05,18.70702,73.81199,9.4,34.4,15.4,32.5,7.48,687,0.29,47,271
2025-12-22,W-05,18.70702,73.81199,9.4,16.7,15.3,21.5,7.47,694,0.29,47.2,267
2025-12-29,W-05,18.70702,73.81199,9.36,25,15.8,28.4,7.46,698,0.32,48,271
2026-01-05,W-05,18.70702,73.81199,9.31,34.4,19.6,31.1,7.45,690,0.34,47.9,270
2026-01-12,W-05,18.70702,73.81199,9.26,10.4,15.9,20.5,7.44,698,0.34,48.7,270
2026-01-19,W-05,18.70702,73.81199,9.28,15.8,19.9,22.8,7.47,696,0.37,49.3,268
2026-01-26,W-05,18.70702,73.81199,9.31,31.7,19.8,29.6,7.49,701,0.35,48.7,268
2026-02-02,W-05,18.70702,73.81199,9.38,32,22.4,28.8,7.48,693,0.34,49.6,267
2026-02-09,W-05,18.70702,73.81199,9.35,12.6,22.7,25.2,7.47,701,0.35,49.9,272
2026-02-16,W-05,18.70702,73.81199,9.37,33.5,21,33,7.45,692,0.33,49.8,268
2026-02-23,W-05,18.70702,73.81199,9.28,28.2,20.3,25.3,7.43,702,0.36,50.7,269
2026-03-02,W-05,18.70702,73.81199,9.12,2.9,35.5,12.5,7.43,699,0.38,50.6,264
2026-03-09,W-05,18.70702,73.81199,9.05,6.4,35.9,10.9,7.44,696,0.36,49.9,266
2026-03-16,W-05,18.70702,73.81199,8.93,2.4,34.4,9.5,7.43,697,0.36,49.8,267
2026-03-23,W-05,18.70702,73.81199,8.89,5.1,34.3,14.2,7.43,706,0.36,50.8,267
2026-03-30,W-05,18.70702,73.81199,8.86,7.4,34.7,14.5,7.43,712,0.36,49.9,267
2026-04-06,W-05,18.70702,73.81199,8.9,7.2,36.6,10.6,7.44,707,0.34,50,264
2026-04-13,W-05,18.70702,73.81199,8.91,1.9,37.6,11.6,7.46,709,0.34,51,259
2026-04-20,W-05,18.70702,73.81199,8.87,7.8,37.4,10.2,7.44,701,0.34,50.9,256
2026-04-27,W-05,18.70702,73.81199,8.94,0.8,35.7,11,7.44,705,0.32,50.5,256
2026-05-04,W-05,18.70702,73.81199,8.96,0.6,32.5,13.8,7.46,701,0.31,50.2,260
2026-05-11,W-05,18.70702,73.81199,8.88,3.6,33.4,14,7.48,702,0.32,49.9,262
2026-05-18,W-05,18.70702,73.81199,8.81,5.3,35.3,7.7,7.47,709,0.33,49.1,259
2026-05-25,W-05,18.70702,73.81199,8.67,5.4,35.9,11.3,7.47,711,0.34,49.8,261
2026-06-01,W-05,18.70702,73.81199,9.01,119.3,26,54,7.47,713,0.35,50.8,261
2026-06-08,W-05,18.70702,73.81199,9.08,89.6,25.9,45.4,7.45,712,0.35,49.8,264
2026-06-15,W-05,18.70702,73.81199,9.12,42.1,26,32.1,7.47,718,0.35,49.6,269
2026-06-22,W-05,18.70702,73.81199,9.06,42.3,24.2,29,7.49,717,0.37,49.9,266
2026-06-29,W-05,18.70702,73.81199,9.06,55.1,25,35.8,7.48,708,0.36,50.4,264
2026-07-06,W-05,18.70702,73.81199,9.04,43.5,27.7,33.1,7.5,704,0.35,49.8,263
2026-07-13,W-05,18.70702,73.81199,9.2,138.9,28.1,61.9,7.51,694,0.36,49.5,258
2026-07-20,W-05,18.70702,73.81199,9.27,134.1,27.8,57.1,7.51,688,0.35,50.4,261
2026-07-27,W-05,18.70702,73.81199,9.28,52.8,26.3,35.2,7.5,678,0.35,50.8,263
2026-08-03,W-05,18.70702,73.81199,9.08,43.4,27.2,34.9,7.51,679,0.36,50.8,258
2026-08-10,W-05,18.70702,73.81199,9.25,146.7,28.9,62.2,7.52,679,0.35,51,259
2026-08-17,W-05,18.70702,73.81199,9.25,47.7,28,34.8,7.52,677,0.32,50.2,255
2026-08-24,W-05,18.70702,73.81199,9.57,120.4,27.5,59.4,7.53,667,0.33,51,259
2026-08-31,W-05,18.70702,73.81199,9.66,185.4,24.9,79.4,,662,0.33,51.3,256
2026-09-07,W-05,18.70702,73.81199,9.83,115.7,25.9,54.8,7.54,669,0.34,51.5,253
2026-09-14,W-05,18.70702,73.81199,10.16,140.1,27.9,61.7,7.55,661,0.36,51.5,252
2024-09-16,W-06,18.2442,73.57389,10.49,183.6,27,75.9,7.23,494,1.26,9.3,104
2024-09-23,W-06,18.2442,73.57389,10.7,63.7,25.3,36,7.25,503,1.27,9.7,106
2024-09-30,W-06,18.2442,73.57389,10.67,47.8,27.6,31.9,7.25,508,1.28,8.9,110
2024-10-07,W-06,18.2442,73.57389,10.48,10.8,21.1,25.9,7.26,510,1.29,8.7,113
2024-10-14,W-06,18.2442,73.57389,10.33,6.2,22.5,22.8,7.24,509,1.3,8.9,110
2024-10-21,W-06,18.2442,73.57389,10.31,24.8,20.5,26.8,7.24,502,1.31,9.3,112
2024-10-28,W-06,18.2442,73.57389,10.33,34.8,19.4,31.2,7.24,510,1.29,10.2,112
2024-11-04,W-06,18.2442,73.57389,10.36,16.3,18.4,25.1,7.23,508,1.29,11.1,114
